,Manufacturer,Crash,Fire,NumberOfInjured,DateOfIncident,Make
11693,"Nissan North America, Inc.",Yes,No,2,2015-08-22,NISSAN
11694,"Nissan North America, Inc.",Yes,No,0,2015-11-25,NISSAN
11695,"Nissan North America, Inc.",Yes,No,1,2016-04-29,NISSAN
11696,"Nissan North America, Inc.",Yes,No,7,2016-04-06,NISSAN
11697,"Nissan North America, Inc.",Yes,No,1,2016-06-01,NISSAN
11698,"Nissan North America, Inc.",Yes,No,0,2017-12-14,NISSAN
11699,"Nissan North America, Inc.",Yes,No,2,2017-06-03,NISSAN
11700,"Nissan North America, Inc.",Yes,No,1,2017-06-02,NISSAN
11702,"Nissan North America, Inc.",Yes,No,3,2016-03-03,NISSAN
11703,"Nissan North America, Inc.",Yes,No,1,2013-07-09,NISSAN
11704,"Nissan North America, Inc.",Yes,No,0,2014-05-20,NISSAN
11705,"Nissan North America, Inc.",Yes,No,0,2014-03-20,NISSAN
11706,"Nissan North America, Inc.",No,Yes,0,2015-02-27,NISSAN
11707,"Nissan North America, Inc.",No,Yes,0,2016-02-14,NISSAN
11708,"Nissan North America, Inc.",No,Yes,0,2016-05-20,NISSAN
11709,"Nissan North America, Inc.",No,Yes,0,2018-03-04,NISSAN
11710,"Nissan North America, Inc.",Yes,No,0,2017-03-06,NISSAN
11711,"Nissan North America, Inc.",Yes,No,0,2015-01-01,NISSAN
11714,"Nissan North America, Inc.",Yes,No,2,2010-09-28,NISSAN
11715,"Nissan North America, Inc.",Yes,No,0,2011-10-04,NISSAN
11716,"Nissan North America, Inc.",Yes,No,2,2013-03-29,NISSAN
11717,"Nissan North America, Inc.",Yes,No,2,2014-11-30,NISSAN
11718,"Nissan North America, Inc.",Yes,No,1,2014-07-14,NISSAN
11719,"Nissan North America, Inc.",Yes,No,1,2014-07-14,NISSAN
11720,"Nissan North America, Inc.",Yes,No,2,2017-04-15,NISSAN
11725,"Nissan North America, Inc.",Yes,No,0,2012-01-29,NISSAN
11726,"Nissan North America, Inc.",No,Yes,0,2013-08-06,NISSAN
11727,"Nissan North America, Inc.",No,Yes,0,2016-04-17,NISSAN
11730,"Nissan North America, Inc.",Yes,No,1,2010-10-08,NISSAN
11731,"Nissan North America, Inc.",Yes,No,0,2011-02-10,NISSAN
11733,"Nissan North America, Inc.",Yes,No,1,2012-07-31,NISSAN
11734,"Nissan North America, Inc.",Yes,No,0,2013-03-16,NISSAN
11735,"Nissan North America, Inc.",Yes,No,1,2013-12-15,NISSAN
11736,"Nissan North America, Inc.",Yes,No,1,2014-02-15,NISSAN
11737,"Nissan North America, Inc.",Yes,No,1,2014-10-03,NISSAN
11738,"Nissan North America, Inc.",Yes,No,0,2014-08-04,NISSAN
11739,"Nissan North America, Inc.",Yes,No,0,2014-08-04,NISSAN
11740,"Nissan North America, Inc.",Yes,No,0,2015-06-30,NISSAN
11741,"Nissan North America, Inc.",Yes,No,1,2016-06-15,NISSAN
11742,"Nissan North America, Inc.",No,Yes,0,2017-07-16,NISSAN
11743,"Nissan North America, Inc.",Yes,No,0,2017-08-30,NISSAN
11744,"Nissan North America, Inc.",Yes,No,0,2017-01-04,NISSAN
11745,"Nissan North America, Inc.",Yes,No,1,2016-12-16,NISSAN
11746,"Nissan North America, Inc.",Yes,No,0,2016-11-13,NISSAN
11747,"Nissan North America, Inc.",Yes,No,1,2016-12-16,NISSAN
11748,"Nissan North America, Inc.",Yes,No,1,2016-09-08,NISSAN
11749,General Motors LLC,Yes,No,0,2011-12-23,PONTIAC
11751,General Motors LLC,Yes,No,0,2010-11-28,PONTIAC
11753,General Motors LLC,Yes,No,0,2014-03-03,PONTIAC
11754,General Motors LLC,Yes,No,1,2014-03-19,PONTIAC
11755,General Motors LLC,Yes,No,1,2012-07-25,PONTIAC
11756,General Motors LLC,Yes,No,1,2014-05-01,PONTIAC
11758,General Motors LLC,Yes,No,0,2010-12-21,PONTIAC
11760,General Motors LLC,Yes,No,1,2010-09-08,PONTIAC
11761,General Motors LLC,No,Yes,1,2010-12-03,PONTIAC
11762,General Motors LLC,Yes,No,0,2010-11-15,PONTIAC
11763,General Motors LLC,No,Yes,0,2011-02-01,PONTIAC
11764,General Motors LLC,No,Yes,0,2011-08-01,PONTIAC
11766,General Motors LLC,No,Yes,0,2012-07-26,PONTIAC
11767,General Motors LLC,No,Yes,0,2012-03-07,PONTIAC
11768,General Motors LLC,Yes,No,0,2013-05-02,PONTIAC
11769,General Motors LLC,Yes,No,1,2013-07-12,PONTIAC
11770,General Motors LLC,Yes,No,0,2014-01-05,PONTIAC
11771,General Motors LLC,Yes,No,0,2014-02-18,PONTIAC
11772,General Motors LLC,Yes,No,0,2014-03-27,PONTIAC
11773,General Motors LLC,Yes,No,1,2014-04-04,PONTIAC
11774,General Motors LLC,Yes,No,2,2013-11-26,PONTIAC
11775,General Motors LLC,Yes,No,0,2014-03-17,PONTIAC
11776,General Motors LLC,Yes,No,0,2013-11-18,PONTIAC
11777,General Motors LLC,No,Yes,0,2013-09-16,PONTIAC
11778,General Motors LLC,Yes,No,1,2014-07-01,PONTIAC
11779,General Motors LLC,No,Yes,0,2014-07-19,PONTIAC
11780,General Motors LLC,No,Yes,0,2012-06-06,PONTIAC
11781,General Motors LLC,Yes,No,1,2014-07-28,PONTIAC
11782,General Motors LLC,Yes,No,1,2013-02-06,PONTIAC
11783,General Motors LLC,Yes,No,0,2014-08-03,PONTIAC
11784,General Motors LLC,No,Yes,0,2014-09-12,PONTIAC
11785,General Motors LLC,Yes,No,1,2014-10-02,PONTIAC
11786,General Motors LLC,Yes,No,1,2015-02-03,PONTIAC
11787,General Motors LLC,No,Yes,0,2015-02-24,PONTIAC
11788,General Motors LLC,No,Yes,0,2015-05-21,PONTIAC
11789,General Motors LLC,No,Yes,0,2015-01-01,PONTIAC
11790,General Motors LLC,Yes,No,1,2015-06-08,PONTIAC
11791,General Motors LLC,Yes,No,2,2015-07-25,PONTIAC
11792,General Motors LLC,No,Yes,0,2015-12-01,PONTIAC
11793,General Motors LLC,No,Yes,0,2016-01-20,PONTIAC
11794,General Motors LLC,No,Yes,0,2016-01-20,PONTIAC
11795,General Motors LLC,Yes,No,1,2016-04-19,PONTIAC
11796,General Motors LLC,No,Yes,0,2017-09-28,PONTIAC
11797,General Motors LLC,Yes,No,0,2017-01-19,PONTIAC
11798,General Motors LLC,Yes,No,0,2016-10-17,PONTIAC
11800,General Motors LLC,Yes,No,2,2013-09-07,PONTIAC
11801,General Motors LLC,No,Yes,0,2014-04-05,PONTIAC
11802,General Motors LLC,Yes,No,0,2015-02-27,PONTIAC
11803,General Motors LLC,Yes,No,1,2014-02-04,PONTIAC
11804,General Motors LLC,Yes,No,1,2015-11-16,PONTIAC
11805,General Motors LLC,Yes,No,2,2013-03-13,PONTIAC
11823,General Motors LLC,Yes,No,0,2012-08-03,PONTIAC
11824,General Motors LLC,Yes,No,0,2016-02-02,PONTIAC
11825,General Motors LLC,Yes,No,1,2017-08-16,PONTIAC
11826,General Motors LLC,Yes,No,1,2015-12-15,PONTIAC
11827,General Motors LLC,No,Yes,0,2017-03-18,PONTIAC
11828,General Motors LLC,Yes,No,0,2015-11-06,PONTIAC
11829,General Motors LLC,Yes,No,0,2013-02-21,SATURN
11831,General Motors LLC,Yes,No,1,2014-03-04,SATURN
11832,General Motors LLC,Yes,No,1,2014-11-28,SATURN
11833,General Motors LLC,Yes,No,1,2014-11-28,SATURN
11834,General Motors LLC,Yes,No,1,2014-12-18,SATURN
11835,General Motors LLC,Yes,No,2,2014-12-29,SATURN
11836,General Motors LLC,Yes,No,0,2014-10-30,SATURN
11837,General Motors LLC,Yes,No,0,2015-07-21,SATURN
11838,General Motors LLC,No,Yes,0,2016-10-03,SATURN
11839,General Motors LLC,Yes,No,0,2017-08-26,SATURN
11840,General Motors LLC,No,Yes,1,2016-06-27,SATURN
11842,General Motors LLC,Yes,No,0,2010-12-03,SATURN
11843,General Motors LLC,No,Yes,0,2010-10-01,SATURN
11844,General Motors LLC,Yes,No,2,2015-06-05,SATURN
11845,General Motors LLC,Yes,No,2,2015-06-05,SATURN
11846,General Motors LLC,No,Yes,0,2015-09-03,SATURN
11847,General Motors LLC,Yes,No,0,2015-04-05,SATURN
11848,General Motors LLC,Yes,No,0,2018-03-29,SATURN
11849,General Motors LLC,No,Yes,0,2013-07-05,SATURN
11851,General Motors LLC,No,Yes,0,2013-02-06,SATURN
11852,General Motors LLC,No,Yes,0,2013-07-24,SATURN
11853,General Motors LLC,Yes,No,0,2014-02-28,SATURN
11854,General Motors LLC,No,Yes,0,2014-03-08,SATURN
11855,General Motors LLC,Yes,No,0,2014-05-13,SATURN
11856,General Motors LLC,Yes,No,0,2015-01-06,SATURN
11857,General Motors LLC,Yes,No,1,2015-01-10,SATURN
11858,General Motors LLC,Yes,No,1,2016-11-30,SATURN
11862,Toyota Motor Corporation,Yes,No,2,2010-10-09,SCION
11863,Toyota Motor Corporation,Yes,No,1,2012-06-03,SCION
11864,Toyota Motor Corporation,Yes,No,0,2012-07-26,SCION
11865,Toyota Motor Corporation,Yes,No,0,2012-10-04,SCION
11867,Toyota Motor Corporation,Yes,No,0,2013-11-18,SCION
11868,Toyota Motor Corporation,Yes,No,0,2015-10-11,SCION
11869,Toyota Motor Corporation,Yes,No,3,2017-09-18,SCION
11870,Toyota Motor Corporation,Yes,No,1,2017-10-03,SCION
11876,Toyota Motor Corporation,Yes,No,1,2012-09-11,SCION
11877,Toyota Motor Corporation,Yes,No,1,2012-11-15,SCION
11878,Toyota Motor Corporation,No,Yes,0,2014-01-09,SCION
11879,Toyota Motor Corporation,Yes,No,1,2015-01-20,SCION
11880,Toyota Motor Corporation,Yes,No,1,2015-07-22,SCION
11881,Toyota Motor Corporation,No,Yes,0,2015-09-17,SCION
11882,Toyota Motor Corporation,No,Yes,0,2016-02-07,SCION
11883,Toyota Motor Corporation,No,Yes,0,2016-03-15,SCION
11884,Toyota Motor Corporation,Yes,No,2,2018-03-05,SCION
11885,Toyota Motor Corporation,Yes,No,3,2010-09-09,SCION
11886,Toyota Motor Corporation,Yes,No,1,2012-10-08,SCION
11887,Toyota Motor Corporation,Yes,No,0,2012-11-11,SCION
11888,Toyota Motor Corporation,No,Yes,0,2014-12-19,SCION
11890,SMART USA DISTRIBUTOR LLC,No,Yes,0,2012-05-02,SMART
11891,SMART USA DISTRIBUTOR LLC,Yes,No,1,2015-01-06,SMART
11892,SMART USA DISTRIBUTOR LLC,No,Yes,0,2015-11-11,SMART
11893,"Mercedes-Benz USA, LLC.",No,Yes,0,2017-10-08,SMART
11894,SMART USA DISTRIBUTOR LLC,No,Yes,0,2016-05-29,SMART
11895,"Mercedes-Benz USA, LLC.",Yes,No,1,2017-09-04,SMART
11896,SMART USA DISTRIBUTOR LLC,No,Yes,0,2012-01-20,SMART
11902,"Subaru of America, Inc.",Yes,No,0,2010-09-03,SUBARU
11903,"Subaru of America, Inc.",Yes,No,0,2010-12-23,SUBARU
11904,"Subaru of America, Inc.",Yes,No,0,2012-07-28,SUBARU
11905,"Subaru of America, Inc.",Yes,No,0,2012-10-21,SUBARU
11906,"Subaru of America, Inc.",Yes,No,1,2013-07-02,SUBARU
11907,"Subaru of America, Inc.",Yes,No,0,2013-07-02,SUBARU
11908,"Subaru of America, Inc.",No,Yes,0,2014-02-05,SUBARU
11909,"Subaru of America, Inc.",Yes,No,0,2014-08-17,SUBARU
11910,"Subaru of America, Inc.",Yes,No,0,2014-06-02,SUBARU
11911,"Subaru of America, Inc.",Yes,No,0,2014-11-17,SUBARU
11912,"Subaru of America, Inc.",Yes,No,0,2015-04-05,SUBARU
11913,"Subaru of America, Inc.",Yes,No,0,2015-10-16,SUBARU
11914,"Subaru of America, Inc.",Yes,No,0,2016-06-02,SUBARU
11915,"Subaru of America, Inc.",Yes,No,1,2017-10-02,SUBARU
11916,"Subaru of America, Inc.",Yes,No,0,2018-02-23,SUBARU
11917,"Subaru of America, Inc.",Yes,No,0,2017-09-10,SUBARU
11918,"Subaru of America, Inc.",No,Yes,0,2017-08-23,SUBARU
11919,"Subaru of America, Inc.",Yes,No,0,2016-10-14,SUBARU
11921,"Subaru of America, Inc.",No,Yes,0,2014-02-22,SUBARU
11922,"Subaru of America, Inc.",Yes,No,1,2015-04-05,SUBARU
11923,"Subaru of America, Inc.",No,Yes,0,2017-02-10,SUBARU
11925,"Subaru of America, Inc.",Yes,No,2,2010-11-02,SUBARU
11926,"Subaru of America, Inc.",No,Yes,0,2014-01-07,SUBARU
11927,"Subaru of America, Inc.",Yes,No,1,2012-08-27,SUBARU
11928,"Subaru of America, Inc.",No,Yes,0,2015-08-08,SUBARU
11929,"Subaru of America, Inc.",Yes,No,0,2015-01-08,SUBARU
11930,"Suzuki Motor of America, Inc.",No,Yes,0,2011-05-09,SUZUKI
11936,"Suzuki Motor of America, Inc.",No,Yes,0,2011-01-22,SUZUKI
11937,"Suzuki Motor of America, Inc.",Yes,No,0,2016-08-10,SUZUKI
11938,"Suzuki Motor of America, Inc.",Yes,No,0,2013-08-21,SUZUKI
11940,Toyota Motor Corporation,Yes,No,0,2013-08-21,TOYOTA
11948,Toyota Motor Corporation,No,Yes,0,2011-03-05,TOYOTA
11949,Toyota Motor Corporation,Yes,No,0,2013-10-31,TOYOTA
11950,Toyota Motor Corporation,Yes,No,1,2015-01-06,TOYOTA
11951,Toyota Motor Corporation,Yes,No,0,2016-10-25,TOYOTA
11952,Toyota Motor Corporation,Yes,Yes,0,2012-05-18,TOYOTA
12036,Toyota Motor Corporation,Yes,No,0,2010-10-05,TOYOTA
12037,Toyota Motor Corporation,Yes,No,0,2010-10-22,TOYOTA
12039,Toyota Motor Corporation,Yes,No,1,2011-01-09,TOYOTA
12040,Toyota Motor Corporation,Yes,No,0,2011-01-04,TOYOTA
12042,Toyota Motor Corporation,Yes,No,1,2011-03-03,TOYOTA
12044,Toyota Motor Corporation,Yes,No,0,2011-06-01,TOYOTA
12045,Toyota Motor Corporation,Yes,No,1,2011-06-11,TOYOTA
12047,Toyota Motor Corporation,Yes,No,1,2011-09-17,TOYOTA
12048,Toyota Motor Corporation,Yes,No,2,2011-09-29,TOYOTA
12049,Toyota Motor Corporation,Yes,No,0,2011-11-25,TOYOTA
12050,Toyota Motor Corporation,Yes,No,3,2011-12-28,TOYOTA
12051,Toyota Motor Corporation,Yes,No,0,2011-12-04,TOYOTA
12052,Toyota Motor Corporation,Yes,No,0,2012-02-22,TOYOTA
12053,Toyota Motor Corporation,Yes,No,1,2012-03-22,TOYOTA
12054,Toyota Motor Corporation,No,Yes,0,2012-03-20,TOYOTA
12055,Toyota Motor Corporation,Yes,No,0,2012-02-28,TOYOTA
12056,Toyota Motor Corporation,No,Yes,0,2012-05-30,TOYOTA
12058,Toyota Motor Corporation,Yes,No,1,2012-09-30,TOYOTA
12059,Toyota Motor Corporation,Yes,No,1,2012-10-13,TOYOTA
12060,Toyota Motor Corporation,Yes,No,6,2012-10-13,TOYOTA
12061,Toyota Motor Corporation,Yes,No,1,2012-10-24,TOYOTA
12062,Toyota Motor Corporation,Yes,No,1,2012-12-25,TOYOTA
12063,Toyota Motor Corporation,Yes,No,1,2012-11-29,TOYOTA
12064,Toyota Motor Corporation,Yes,No,1,2012-09-15,TOYOTA
12065,Toyota Motor Corporation,Yes,No,1,2012-11-26,TOYOTA
12066,Toyota Motor Corporation,Yes,No,0,2013-02-08,TOYOTA
12067,Toyota Motor Corporation,Yes,No,0,2013-04-13,TOYOTA
12068,Toyota Motor Corporation,Yes,No,0,2013-06-08,TOYOTA
12069,Toyota Motor Corporation,Yes,No,0,2013-06-10,TOYOTA
12070,Toyota Motor Corporation,No,Yes,0,2013-08-21,TOYOTA
12071,Toyota Motor Corporation,Yes,No,2,2013-12-27,TOYOTA
12072,Toyota Motor Corporation,Yes,Yes,0,2014-02-02,TOYOTA
12073,Toyota Motor Corporation,Yes,No,0,2014-03-01,TOYOTA
12074,Toyota Motor Corporation,Yes,No,0,2014-03-22,TOYOTA
12076,Toyota Motor Corporation,Yes,No,0,2014-06-01,TOYOTA
12077,Toyota Motor Corporation,Yes,No,0,2014-08-16,TOYOTA
12078,Toyota Motor Corporation,Yes,No,0,2014-08-31,TOYOTA
12079,Toyota Motor Corporation,Yes,No,1,2014-08-19,TOYOTA
12080,Toyota Motor Corporation,Yes,No,0,2014-10-03,TOYOTA
12081,Toyota Motor Corporation,Yes,No,0,2014-10-18,TOYOTA
12082,Toyota Motor Corporation,Yes,No,0,2014-08-27,TOYOTA
12083,Toyota Motor Corporation,Yes,No,1,2012-09-23,TOYOTA
12084,Toyota Motor Corporation,Yes,No,0,2015-03-12,TOYOTA
12085,Toyota Motor Corporation,No,Yes,0,2015-04-16,TOYOTA
12086,Toyota Motor Corporation,Yes,No,0,2013-04-30,TOYOTA
12087,Toyota Motor Corporation,Yes,No,1,2015-04-29,TOYOTA
12088,Toyota Motor Corporation,Yes,No,0,2015-09-10,TOYOTA
12089,Toyota Motor Corporation,Yes,No,1,2015-11-30,TOYOTA
12090,Toyota Motor Corporation,Yes,No,0,2016-12-30,TOYOTA
12091,Toyota Motor Corporation,Yes,No,0,2016-12-30,TOYOTA
12092,Toyota Motor Corporation,Yes,No,1,2016-02-01,TOYOTA
12093,Toyota Motor Corporation,Yes,No,1,2017-12-17,TOYOTA
12094,Toyota Motor Corporation,No,Yes,0,2017-03-11,TOYOTA
12095,Toyota Motor Corporation,Yes,No,1,2016-08-18,TOYOTA
12096,Toyota Motor Corporation,No,Yes,0,2017-09-22,TOYOTA
12097,Toyota Motor Corporation,No,Yes,0,2017-03-13,TOYOTA
12098,Toyota Motor Corporation,No,Yes,0,2016-12-06,TOYOTA
12099,Toyota Motor Corporation,Yes,No,1,2016-10-31,TOYOTA
12101,Toyota Motor Corporation,Yes,No,2,2014-04-03,TOYOTA
12201,Toyota Motor Corporation,Yes,No,1,2010-09-01,TOYOTA
12202,Toyota Motor Corporation,Yes,No,0,2010-10-17,TOYOTA
12203,Toyota Motor Corporation,Yes,No,0,2010-10-22,TOYOTA
12204,Toyota Motor Corporation,Yes,No,0,2010-11-11,TOYOTA
12205,Toyota Motor Corporation,Yes,No,0,2010-10-28,TOYOTA
12206,Toyota Motor Corporation,Yes,No,1,2010-12-15,TOYOTA
12207,Toyota Motor Corporation,Yes,No,1,2010-12-17,TOYOTA
12208,Toyota Motor Corporation,Yes,No,0,2011-01-12,TOYOTA
12210,Toyota Motor Corporation,Yes,No,0,2010-10-06,TOYOTA
12212,Toyota Motor Corporation,Yes,No,0,2011-04-19,TOYOTA
12213,Toyota Motor Corporation,Yes,No,0,2011-03-09,TOYOTA
12214,Toyota Motor Corporation,Yes,No,1,2011-04-25,TOYOTA
12215,Toyota Motor Corporation,Yes,No,0,2011-08-09,TOYOTA
12216,Toyota Motor Corporation,Yes,No,2,2011-10-30,TOYOTA
12217,Toyota Motor Corporation,Yes,No,1,2011-11-04,TOYOTA
12218,Toyota Motor Corporation,Yes,No,2,2011-11-03,TOYOTA
12219,Toyota Motor Corporation,Yes,No,1,2011-11-30,TOYOTA
12220,Toyota Motor Corporation,No,Yes,0,2011-12-05,TOYOTA
12221,Toyota Motor Corporation,No,Yes,0,2012-01-15,TOYOTA
12222,Toyota Motor Corporation,Yes,No,0,2012-03-11,TOYOTA
12223,Toyota Motor Corporation,Yes,No,1,2011-11-25,TOYOTA
12224,Toyota Motor Corporation,Yes,No,0,2012-05-01,TOYOTA
12225,Toyota Motor Corporation,No,Yes,0,2012-05-31,TOYOTA
12226,Toyota Motor Corporation,No,Yes,0,2012-06-29,TOYOTA
12227,Toyota Motor Corporation,No,Yes,0,2012-08-30,TOYOTA
12228,Toyota Motor Corporation,No,Yes,0,2012-07-20,TOYOTA
12229,Toyota Motor Corporation,Yes,No,0,2012-12-24,TOYOTA
12230,Toyota Motor Corporation,Yes,No,0,2013-01-13,TOYOTA
12231,Toyota Motor Corporation,Yes,No,0,2013-03-01,TOYOTA
12232,Toyota Motor Corporation,Yes,No,1,2013-04-07,TOYOTA
12233,Toyota Motor Corporation,Yes,No,0,2013-05-04,TOYOTA
12234,Toyota Motor Corporation,Yes,No,0,2013-06-08,TOYOTA
12235,Toyota Motor Corporation,Yes,No,0,2013-01-06,TOYOTA
12236,Toyota Motor Corporation,Yes,No,0,2013-07-31,TOYOTA
12237,Toyota Motor Corporation,Yes,No,0,2013-10-21,TOYOTA
12238,Toyota Motor Corporation,Yes,No,0,2013-11-01,TOYOTA
12239,Toyota Motor Corporation,Yes,No,0,2014-01-12,TOYOTA
12240,Toyota Motor Corporation,Yes,No,0,2013-11-19,TOYOTA
12241,Toyota Motor Corporation,Yes,No,1,2013-10-03,TOYOTA
12242,Toyota Motor Corporation,Yes,No,1,2014-04-16,TOYOTA
12244,Toyota Motor Corporation,Yes,No,0,2014-07-03,TOYOTA
12245,Toyota Motor Corporation,Yes,No,0,2014-08-08,TOYOTA
12246,Toyota Motor Corporation,Yes,No,0,2014-08-11,TOYOTA
12248,Toyota Motor Corporation,Yes,No,0,2014-03-22,TOYOTA
12250,Toyota Motor Corporation,No,Yes,0,2014-12-30,TOYOTA
12251,Toyota Motor Corporation,Yes,No,1,2015-04-09,TOYOTA
12252,Toyota Motor Corporation,Yes,No,1,2014-11-13,TOYOTA
12253,Toyota Motor Corporation,Yes,No,1,2015-10-11,TOYOTA
12254,Toyota Motor Corporation,Yes,No,0,2011-03-08,TOYOTA
12255,Toyota Motor Corporation,No,Yes,0,2016-02-19,TOYOTA
12256,Toyota Motor Corporation,Yes,No,4,2016-04-17,TOYOTA
12257,Toyota Motor Corporation,Yes,No,2,2016-05-07,TOYOTA
12258,Toyota Motor Corporation,No,Yes,0,2016-07-14,TOYOTA
12259,Toyota Motor Corporation,Yes,No,0,2016-07-16,TOYOTA
12260,Toyota Motor Corporation,Yes,No,1,2016-04-30,TOYOTA
12261,Toyota Motor Corporation,Yes,Yes,1,2017-10-07,TOYOTA
12262,Toyota Motor Corporation,Yes,No,1,2017-09-27,TOYOTA
12263,Toyota Motor Corporation,Yes,No,1,2013-07-03,TOYOTA
12264,Toyota Motor Corporation,Yes,No,0,2017-11-26,TOYOTA
12265,Toyota Motor Corporation,Yes,No,0,2017-08-15,TOYOTA
12266,Toyota Motor Corporation,Yes,No,1,2015-12-01,TOYOTA
12267,Toyota Motor Corporation,Yes,No,0,2017-11-14,TOYOTA
12268,Toyota Motor Corporation,Yes,No,1,2016-08-17,TOYOTA
12269,Toyota Motor Corporation,Yes,No,1,2016-07-11,TOYOTA
12270,Toyota Motor Corporation,Yes,No,1,2016-12-20,TOYOTA
12271,Toyota Motor Corporation,Yes,No,1,2016-12-18,TOYOTA
12272,Toyota Motor Corporation,No,Yes,0,2017-04-10,TOYOTA
12273,Toyota Motor Corporation,Yes,No,2,2017-04-08,TOYOTA
12274,Toyota Motor Corporation,Yes,No,2,2017-09-12,TOYOTA
12275,Toyota Motor Corporation,Yes,No,1,2017-06-06,TOYOTA
12276,Toyota Motor Corporation,Yes,No,0,2017-05-21,TOYOTA
12277,Toyota Motor Corporation,Yes,No,0,2014-06-25,TOYOTA
12278,Toyota Motor Corporation,Yes,No,2,2017-01-20,TOYOTA
12279,Toyota Motor Corporation,Yes,No,0,2017-05-08,TOYOTA
12280,Toyota Motor Corporation,Yes,No,1,2017-05-11,TOYOTA
12281,Toyota Motor Corporation,Yes,No,1,2017-01-20,TOYOTA
12284,Toyota Motor Corporation,Yes,No,4,2011-10-21,TOYOTA
12286,Toyota Motor Corporation,Yes,No,0,2013-07-30,TOYOTA
12287,Toyota Motor Corporation,No,Yes,0,2015-04-07,TOYOTA
12288,Toyota Motor Corporation,No,Yes,0,2015-08-06,TOYOTA
12289,Toyota Motor Corporation,No,Yes,0,2017-03-21,TOYOTA
12315,Toyota Motor Corporation,Yes,No,1,2011-10-24,TOYOTA
12316,Toyota Motor Corporation,Yes,No,0,2012-01-29,TOYOTA
12317,Toyota Motor Corporation,No,Yes,0,2012-04-20,TOYOTA
12318,Toyota Motor Corporation,Yes,No,1,2014-07-13,TOYOTA
12319,Toyota Motor Corporation,Yes,No,0,2014-09-02,TOYOTA
12320,Toyota Motor Corporation,Yes,No,1,2012-07-05,TOYOTA
12321,Toyota Motor Corporation,Yes,No,1,2016-12-31,TOYOTA
12322,Toyota Motor Corporation,Yes,No,0,2017-03-26,TOYOTA
12323,Toyota Motor Corporation,Yes,No,1,2016-07-07,TOYOTA
12324,Toyota Motor Corporation,Yes,No,1,2012-06-24,TOYOTA
12362,Toyota Motor Corporation,Yes,No,1,2010-09-17,TOYOTA
12363,Toyota Motor Corporation,Yes,No,1,2010-09-17,TOYOTA
12364,Toyota Motor Corporation,Yes,No,0,2010-11-24,TOYOTA
12365,Toyota Motor Corporation,Yes,No,0,2010-11-17,TOYOTA
12366,Toyota Motor Corporation,No,Yes,0,2011-03-10,TOYOTA
12367,Toyota Motor Corporation,Yes,No,0,2011-08-04,TOYOTA
12368,Toyota Motor Corporation,Yes,No,1,2012-04-10,TOYOTA
12369,Toyota Motor Corporation,Yes,No,1,2012-07-05,TOYOTA
12370,Toyota Motor Corporation,Yes,No,0,2013-03-04,TOYOTA
12371,Toyota Motor Corporation,Yes,No,0,2013-01-03,TOYOTA
12372,Toyota Motor Corporation,Yes,No,0,2013-06-04,TOYOTA
12373,Toyota Motor Corporation,Yes,No,1,2013-09-10,TOYOTA
12375,Toyota Motor Corporation,Yes,No,1,2014-03-26,TOYOTA
12376,Toyota Motor Corporation,Yes,No,0,2014-11-11,TOYOTA
12377,Toyota Motor Corporation,Yes,No,0,2015-01-05,TOYOTA
12378,Toyota Motor Corporation,Yes,No,0,2015-04-14,TOYOTA
12379,Toyota Motor Corporation,Yes,No,1,2015-02-11,TOYOTA
12381,Toyota Motor Corporation,No,Yes,0,2014-10-07,TOYOTA
12382,Toyota Motor Corporation,No,Yes,0,2017-12-31,TOYOTA
12383,Toyota Motor Corporation,Yes,No,0,2018-02-23,TOYOTA
12384,Toyota Motor Corporation,Yes,No,1,2017-01-25,TOYOTA
12385,Toyota Motor Corporation,Yes,No,1,2016-10-08,TOYOTA
12410,Toyota Motor Corporation,Yes,No,1,2010-09-15,TOYOTA
12411,Toyota Motor Corporation,Yes,No,0,2010-12-02,TOYOTA
12412,Toyota Motor Corporation,Yes,No,1,2011-05-31,TOYOTA
12413,Toyota Motor Corporation,Yes,No,0,2011-05-31,TOYOTA
12414,Toyota Motor Corporation,Yes,No,0,2011-09-01,TOYOTA
12415,Toyota Motor Corporation,Yes,No,0,2012-01-18,TOYOTA
12416,Toyota Motor Corporation,Yes,No,1,2012-05-24,TOYOTA
12417,Toyota Motor Corporation,Yes,No,0,2012-06-06,TOYOTA
12418,Toyota Motor Corporation,Yes,No,0,2012-10-17,TOYOTA
12420,Toyota Motor Corporation,Yes,No,0,2013-02-25,TOYOTA
12421,Toyota Motor Corporation,Yes,No,1,2012-11-08,TOYOTA
12422,Toyota Motor Corporation,Yes,No,0,2014-04-20,TOYOTA
12423,Toyota Motor Corporation,Yes,No,1,2014-06-08,TOYOTA
12424,Toyota Motor Corporation,Yes,No,0,2014-12-12,TOYOTA
12425,Toyota Motor Corporation,No,Yes,0,2015-06-29,TOYOTA
12426,Toyota Motor Corporation,Yes,No,0,2015-06-11,TOYOTA
12427,Toyota Motor Corporation,Yes,No,0,2016-04-05,TOYOTA
12428,Toyota Motor Corporation,Yes,No,1,2016-04-11,TOYOTA
12429,Toyota Motor Corporation,Yes,No,0,2017-01-08,TOYOTA
12430,Toyota Motor Corporation,Yes,No,1,2017-02-20,TOYOTA
12431,Toyota Motor Corporation,Yes,No,0,2016-08-12,TOYOTA
12432,Toyota Motor Corporation,Yes,No,0,2016-09-15,TOYOTA
